"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21660","Client app login","chromium","2026-07-10","passed","2026-07-10","","ClientAPP.spec.js","",""
